description,playlist_external_urls,playlist_href,playlist_id,images,playlist_name,playlist_owner,snapshot_id,tracks,type,playlist_uri,category_name,category_id
"This is Nightwish. The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DZ06evO1C7dIs,https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO1C7dIs,37i9dQZF1DZ06evO1C7dIs,"[{'height': 0, 'url': 'https://thisis-images.scdn.co/37i9dQZF1DZ06evO1C7dIs-large.jpg', 'width': 0}]",This Is Nightwish,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",Mjc5NDU5NjgsMDAwMDAwMDAwYjIxYWI1ZDkwM2IyYjk2ZjIwMTJmZDI1Yjg2MzkxNg==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO1C7dIs/tracks', 'total': 49}",playlist,spotify:playlist:37i9dQZF1DZ06evO1C7dIs,Metal,0JQ5DAqbMKFDkd668ypn6O
"This is Rob Zombie. The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DZ06evO29RPTW,https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO29RPTW,37i9dQZF1DZ06evO29RPTW,"[{'height': 0, 'url': 'https://thisis-images.scdn.co/37i9dQZF1DZ06evO29RPTW-large.jpg', 'width': 0}]",This Is Rob Zombie,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",Mjc5NDU5NjgsMDAwMDAwMDA0MWU5NjMxZjYwN2I2YTY1MjhkZTM3NDQ1MWJkMDM0NA==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO29RPTW/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DZ06evO29RPTW,Metal,0JQ5DAqbMKFDkd668ypn6O
"The best of Within Temptation, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DX50YO169g6dw,https://api.spotify.com/v1/playlists/37i9dQZF1DX50YO169g6dw,37i9dQZF1DX50YO169g6dw,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003cdc76f4486112ec553689bcc', 'width': 0}]",This Is Within Temptation,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTk1NTYxNCwwMDAwMDAwMDViZjE5MWIwNTllODFmMGFjODY4MGNiYzlkNDEzODIz,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX50YO169g6dw/tracks', 'total': 51}",playlist,spotify:playlist:37i9dQZF1DX50YO169g6dw,Metal,0JQ5DAqbMKFDkd668ypn6O
"This is Trivium. The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DZ06evO1cr4xG,https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO1cr4xG,37i9dQZF1DZ06evO1cr4xG,"[{'height': 0, 'url': 'https://thisis-images.scdn.co/37i9dQZF1DZ06evO1cr4xG-large.jpg', 'width': 0}]",This Is Trivium,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",Mjc5NDU5NjgsMDAwMDAwMDA5Mjc2ODk0YmEyMzQzNGE5NzQ5NDM2MmUyMDhlZDA3Yg==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO1cr4xG/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DZ06evO1cr4xG,Metal,0JQ5DAqbMKFDkd668ypn6O
"This is Mastodon. The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DZ06evO0UB5PW,https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO0UB5PW,37i9dQZF1DZ06evO0UB5PW,"[{'height': 0, 'url': 'https://thisis-images.scdn.co/37i9dQZF1DZ06evO0UB5PW-large.jpg', 'width': 0}]",This Is Mastodon,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",Mjc5NDU5NjgsMDAwMDAwMDAwMTM5YWY5NzgwZTA0ODMyNzYxYTM1YmY4MWJiN2Y1Ng==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO0UB5PW/tracks', 'total': 44}",playlist,spotify:playlist:37i9dQZF1DZ06evO0UB5PW,Metal,0JQ5DAqbMKFDkd668ypn6O
"This is Deftones. The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DZ06evO3WNHaM,https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO3WNHaM,37i9dQZF1DZ06evO3WNHaM,"[{'height': 0, 'url': 'https://thisis-images.scdn.co/37i9dQZF1DZ06evO3WNHaM-large.jpg', 'width': 0}]",This Is Deftones,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",Mjc5NDU5NjgsMDAwMDAwMDA4MWNmNWUyODhiY2M5OWMzYjEzYmUzOTE4NzA2MGRkNA==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO3WNHaM/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DZ06evO3WNHaM,Metal,0JQ5DAqbMKFDkd668ypn6O
"This is Limp Bizkit. The essential tracks, all in one playlist.",https://open.spotify.com/playlist/37i9dQZF1DZ06evO0AuSbK,https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO0AuSbK,37i9dQZF1DZ06evO0AuSbK,"[{'height': 0, 'url': 'https://thisis-images.scdn.co/37i9dQZF1DZ06evO0AuSbK-large.jpg', 'width': 0}]",This Is Limp Bizkit,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",Mjc5NDU5NjgsMDAwMDAwMDBmMjljYzg2Mjc1MjIxZDQ1ZmM3ZmE3MGYxNWQ0ZGZmOA==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DZ06evO0AuSbK/tracks', 'total': 44}",playlist,spotify:playlist:37i9dQZF1DZ06evO0AuSbK,Metal,0JQ5DAqbMKFDkd668ypn6O
"Heavy Metal forever. From classics to fresh new tracks, just play it loud! Cover: Lamb of God",https://open.spotify.com/playlist/37i9dQZF1DX9qNs32fujYe,https://api.spotify.com/v1/playlists/37i9dQZF1DX9qNs32fujYe,37i9dQZF1DX9qNs32fujYe,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000325ad692db831f64500792400', 'width': 0}]",Heavy Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYxMDAwMCwwMDAwMDAwMGJjOWFiODhmNzk5YTg0NDcyODNjZDg2ODg4OGE3Yjlj,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX9qNs32fujYe/tracks', 'total': 150}",playlist,spotify:playlist:37i9dQZF1DX9qNs32fujYe,Metal,0JQ5DAqbMKFDkd668ypn6O
Falling In Reverse on top of the biggest Metal playlist!,https://open.spotify.com/playlist/37i9dQZF1DWTcqUzwhNmKv,https://api.spotify.com/v1/playlists/37i9dQZF1DWTcqUzwhNmKv,37i9dQZF1DWTcqUzwhNmKv,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000300d69dddc162505753fde139', 'width': 0}]",Kickass Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYxMDA2MCwwMDAwMDAwMDQwY2U0Y2U2Mzk0MWI2ODJjZDEyZGRhOTk1NzM2MzFi,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWTcqUzwhNmKv/tracks', 'total': 60}",playlist,spotify:playlist:37i9dQZF1DWTcqUzwhNmKv,Metal,0JQ5DAqbMKFDkd668ypn6O
Throw your lighters in the air and wave them like you don't care. Cover: Guns N' Roses,https://open.spotify.com/playlist/37i9dQZF1DX1kydukZhLms,https://api.spotify.com/v1/playlists/37i9dQZF1DX1kydukZhLms,37i9dQZF1DX1kydukZhLms,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003ad3a648ccbb461ad47027213', 'width': 0}]",Heavy Ballads,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTY3NzgwMywwMDAwMDAwMGE5ODNiZWUxYzllMDNhY2FkZTZhOTBiN2IxZmMwNmNi,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX1kydukZhLms/tracks', 'total': 110}",playlist,spotify:playlist:37i9dQZF1DX1kydukZhLms,Metal,0JQ5DAqbMKFDkd668ypn6O
Want some metal? Better to start with the essentials. Cover: Metallica,https://open.spotify.com/playlist/37i9dQZF1DWWOaP4H0w5b0,https://api.spotify.com/v1/playlists/37i9dQZF1DWWOaP4H0w5b0,37i9dQZF1DWWOaP4H0w5b0,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000377a82f97fc34121553ba9620', 'width': 0}]",Metal Essentials,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTg4Njk2NywwMDAwMDAwMDE3OTY3ZWU0ZWMyOWQ4ZWEwNzcyNzQ0OThkOWY3ZGM1,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWWOaP4H0w5b0/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWWOaP4H0w5b0,Metal,0JQ5DAqbMKFDkd668ypn6O
The biggest metal songs of the 2000s. Cover: System Of A Down,https://open.spotify.com/playlist/37i9dQZF1DWXNFSTtym834,https://api.spotify.com/v1/playlists/37i9dQZF1DWXNFSTtym834,37i9dQZF1DWXNFSTtym834,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000039f50fed38a51e36e20284aa2', 'width': 0}]",00s Metal Classics,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTg3OTQ4MywwMDAwMDAwMDY0OTExYmIyZDQzZDA1NmJmNTlmYTk5YTJkNGVmMDgw,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWXNFSTtym834/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWXNFSTtym834,Metal,0JQ5DAqbMKFDkd668ypn6O
Like the old school sound of metal? Then you'll love this playlist! Cover: Megadeth,https://open.spotify.com/playlist/37i9dQZF1DX2LTcinqsO68,https://api.spotify.com/v1/playlists/37i9dQZF1DX2LTcinqsO68,37i9dQZF1DX2LTcinqsO68,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000038b611bbfa034d0b4e346487c', 'width': 0}]",Old School Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2OTkxMjQ3MiwwMDAwMDAwMGFkYmEyNThjMTYzOTY5ZDc3OGNhMDhlZDIyY2EyYzUw,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX2LTcinqsO68/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DX2LTcinqsO68,Metal,0JQ5DAqbMKFDkd668ypn6O
You know what time it is.,https://open.spotify.com/playlist/37i9dQZF1DXcfZ6moR6J0G,https://api.spotify.com/v1/playlists/37i9dQZF1DXcfZ6moR6J0G,37i9dQZF1DXcfZ6moR6J0G,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000353874101a3c28ce434e9438c', 'width': 0}]",Nu Metal Era,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2OTM4NTI3NywwMDAwMDAwMDhhNDU1ODg3Y2I0MWNiY2Q5ODA0Yzg4ZGU0MTI2NWI3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXcfZ6moR6J0G/tracks', 'total': 80}",playlist,spotify:playlist:37i9dQZF1DXcfZ6moR6J0G,Metal,0JQ5DAqbMKFDkd668ypn6O
The best metal songs of the 90s. Cover: KoRn,https://open.spotify.com/playlist/37i9dQZF1DX08jcQJXDnEQ,https://api.spotify.com/v1/playlists/37i9dQZF1DX08jcQJXDnEQ,37i9dQZF1DX08jcQJXDnEQ,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003f65d605a9bde0b56843886e5', 'width': 0}]",90s Metal Classics,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTAzMjEwMywwMDAwMDAwMGJiYmQ3NzNhNWU0MjcxOWJhZTVlZDI0MDAxMTY2OGM3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX08jcQJXDnEQ/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DX08jcQJXDnEQ,Metal,0JQ5DAqbMKFDkd668ypn6O
Need to get your energy level up? This will help!,https://open.spotify.com/playlist/37i9dQZF1DWTXGqmP0bfT3,https://api.spotify.com/v1/playlists/37i9dQZF1DWTXGqmP0bfT3,37i9dQZF1DWTXGqmP0bfT3,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000033b8352f83c02bc5e083f290b', 'width': 0}]",Energy Booster: Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTg3NTcxMCwwMDAwMDAwMGIzZmM1YzI0MzkwODNiYTdiMjg3MGM0MzUyNjk2Yjc5,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWTXGqmP0bfT3/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWTXGqmP0bfT3,Metal,0JQ5DAqbMKFDkd668ypn6O
Fresh and recent tracks from the world of Prog Metal. Cover: Ne Obliviscaris,https://open.spotify.com/playlist/37i9dQZF1DX5wgKYQVRARv,https://api.spotify.com/v1/playlists/37i9dQZF1DX5wgKYQVRARv,37i9dQZF1DX5wgKYQVRARv,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000035b59b9598ebf654af94578da', 'width': 0}]",Progressive Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDE5MDgwMCwwMDAwMDAwMGI0MzhjZjE5YWI3ZjFlODQ5OWI0N2Y2YzE2ZGJhYjg2,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX5wgKYQVRARv/tracks', 'total': 200}",playlist,spotify:playlist:37i9dQZF1DX5wgKYQVRARv,Metal,0JQ5DAqbMKFDkd668ypn6O
This week's best new metal tracks. Cover: Avatar,https://open.spotify.com/playlist/37i9dQZF1DX5J7FIl4q56G,https://api.spotify.com/v1/playlists/37i9dQZF1DX5J7FIl4q56G,37i9dQZF1DX5J7FIl4q56G,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003cbe6146e94e3adb4c05a917c', 'width': 0}]",All New Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYxMDA2MCwwMDAwMDAwMDY3MmFlYzBiYzliNzlkMTRkZWY4OGY5MDNiMjZkYWE5,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX5J7FIl4q56G/tracks', 'total': 55}",playlist,spotify:playlist:37i9dQZF1DX5J7FIl4q56G,Metal,0JQ5DAqbMKFDkd668ypn6O
Powerful and rhythmic  metal for maximum power during your workout.,https://open.spotify.com/playlist/37i9dQZF1DWY3PJWG3ogmJ,https://api.spotify.com/v1/playlists/37i9dQZF1DWY3PJWG3ogmJ,37i9dQZF1DWY3PJWG3ogmJ,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003211e264928d4b35cd929b719', 'width': 0}]",Extreme Metal Workout,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjAzNjMzMSwwMDAwMDAwMDUzM2M2ZjAwZGE1ZDAxOTJmZjRhNDZjMGZlNDM1NGM2,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWY3PJWG3ogmJ/tracks', 'total': 120}",playlist,spotify:playlist:37i9dQZF1DWY3PJWG3ogmJ,Metal,0JQ5DAqbMKFDkd668ypn6O
"Louder, faster! Kickass metal tracks to drive you forward.",https://open.spotify.com/playlist/37i9dQZF1DX06VUQ1GoKge,https://api.spotify.com/v1/playlists/37i9dQZF1DX06VUQ1GoKge,37i9dQZF1DX06VUQ1GoKge,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000371b7a91678d2b93eaee3cf3d', 'width': 0}]",Metal Charge,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYzNzUzMiwwMDAwMDAwMDFhNGNlNGFhMjUwNTc1M2RjZWEzNzBmYTVjMmNmMDE3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX06VUQ1GoKge/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DX06VUQ1GoKge,Metal,0JQ5DAqbMKFDkd668ypn6O
For the Hard Rock and full-volume lovers. Cover: The HU & William DuVall of Alice In Chains,https://open.spotify.com/playlist/37i9dQZF1DX1X7WV84927n,https://api.spotify.com/v1/playlists/37i9dQZF1DX1X7WV84927n,37i9dQZF1DX1X7WV84927n,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003158f84bcb6dd05d2aa93fa68', 'width': 0}]",Hard Rock,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjAwNTIwMCwwMDAwMDAwMDk1YTRmNzIwNDUxNGQ5NGQxYTU4Y2U4NDY2ZWZkZmUw,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX1X7WV84927n/tracks', 'total': 51}",playlist,spotify:playlist:37i9dQZF1DX1X7WV84927n,Metal,0JQ5DAqbMKFDkd668ypn6O
The most innovative and forward thinking metal right now. Cover: Static-X,https://open.spotify.com/playlist/37i9dQZF1DWY5ai7gxfuaS,https://api.spotify.com/v1/playlists/37i9dQZF1DWY5ai7gxfuaS,37i9dQZF1DWY5ai7gxfuaS,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003692e5112c6905d4b871179ab', 'width': 0}]",Alternative Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTk3Mjc2OCwwMDAwMDAwMDE1MWVjOGM3MTYxZTAzODJhYTkxMTcwOTlmNjQ5Y2M2,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWY5ai7gxfuaS/tracks', 'total': 80}",playlist,spotify:playlist:37i9dQZF1DWY5ai7gxfuaS,Metal,0JQ5DAqbMKFDkd668ypn6O
Metalcore at its finest. Cover: The Amity Affliction,https://open.spotify.com/playlist/37i9dQZF1DWXIcbzpLauPS,https://api.spotify.com/v1/playlists/37i9dQZF1DWXIcbzpLauPS,37i9dQZF1DWXIcbzpLauPS,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000360060fcd2365389accebb4d6', 'width': 0}]",The Core,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYxMDAwMCwwMDAwMDAwMDcyZmFiMjRhNWI2MWNmNzhjY2U2MzI3NThhNjRlODE3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWXIcbzpLauPS/tracks', 'total': 65}",playlist,spotify:playlist:37i9dQZF1DWXIcbzpLauPS,Metal,0JQ5DAqbMKFDkd668ypn6O
"A collection of the best Deathcore tracks, mixing recent and fresh new tracks. Cover: To The Grave",https://open.spotify.com/playlist/37i9dQZF1DX1cJWWyylDuw,https://api.spotify.com/v1/playlists/37i9dQZF1DX1cJWWyylDuw,37i9dQZF1DX1cJWWyylDuw,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003297fe7f8c9cffaea0f47bc08', 'width': 0}]",Deathcore,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjAwNTIwMCwwMDAwMDAwMDI4MGRmNDUzNjc3NzJhY2QxMmRjNTNiNzQyMjA3NWNi,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX1cJWWyylDuw/tracks', 'total': 120}",playlist,spotify:playlist:37i9dQZF1DX1cJWWyylDuw,Metal,0JQ5DAqbMKFDkd668ypn6O
The best metal songs of the 2010s. Cover: Avenged Sevenfold,https://open.spotify.com/playlist/37i9dQZF1DWUnhhRs5u3TO,https://api.spotify.com/v1/playlists/37i9dQZF1DWUnhhRs5u3TO,37i9dQZF1DWUnhhRs5u3TO,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000035cb61911ba4ccd3cdaaadcee', 'width': 0}]",10s Metal Classics,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTAzMjY1NiwwMDAwMDAwMGQ0NTg1Nzg2ZmM3Y2U2NzkzY2RjOGE1ODQ5YmU4MzYz,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWUnhhRs5u3TO/tracks', 'total': 150}",playlist,spotify:playlist:37i9dQZF1DWUnhhRs5u3TO,Metal,0JQ5DAqbMKFDkd668ypn6O
The perfect mix between old-school and modern Metalcore. Cover: Bullet For My Valentine,https://open.spotify.com/playlist/37i9dQZF1DX6P51sFpSo2r,https://api.spotify.com/v1/playlists/37i9dQZF1DX6P51sFpSo2r,37i9dQZF1DX6P51sFpSo2r,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000036fc242f5e7b278e93a36190e', 'width': 0}]",Metalcore Classics,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTAzMjI3OSwwMDAwMDAwMGJhZmRjMGYyZGJmNmI0ZTliNjU4NmY0Mzk3OWEyYjlm,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX6P51sFpSo2r/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DX6P51sFpSo2r,Metal,0JQ5DAqbMKFDkd668ypn6O
A salute to all of the women opening up the pit. Cover: BABYMETAL,https://open.spotify.com/playlist/37i9dQZF1DWXDJDWnzE39E,https://api.spotify.com/v1/playlists/37i9dQZF1DWXDJDWnzE39E,37i9dQZF1DWXDJDWnzE39E,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003e322e491e4978ac571b7b7a9', 'width': 0}]",Heavy Queens,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjA0Mzg3NSwwMDAwMDAwMDczYzkyMmUzMzQ0MzBiOTFmMGY3NmVkODFjN2ZhMDcy,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWXDJDWnzE39E/tracks', 'total': 80}",playlist,spotify:playlist:37i9dQZF1DWXDJDWnzE39E,Metal,0JQ5DAqbMKFDkd668ypn6O
"Black, death and beyond. Recent tracks and classics from the world of extreme metal. Cover: Dimmu Borgir",https://open.spotify.com/playlist/37i9dQZF1DXbl9rMxGEmRC,https://api.spotify.com/v1/playlists/37i9dQZF1DXbl9rMxGEmRC,37i9dQZF1DXbl9rMxGEmRC,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000039291543fad7c623fd291db96', 'width': 0}]",Extreme Metal,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ1MDE2NywwMDAwMDAwMGQzN2M2MGVjYWQxOTVhNjYxZjc1ZmMyZjE0ZjU4YWVh,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXbl9rMxGEmRC/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DXbl9rMxGEmRC,Metal,0JQ5DAqbMKFDkd668ypn6O
